item,category,iso_year,iso_week,current_price_rs,price_change_4wk_pct,price_vs_3mo_avg_pct,days_to_festival,festival_season,expected_price_next_4wk_rs,target_buy_now
Samba Rice (1),Grocery/Staple,2022,44,238.39,6.94,10.14,165,0,247.84,1
Samba Rice (1),Grocery/Staple,2022,45,240.25,5.84,9.09,158,0,252.4,1
Samba Rice (1),Grocery/Staple,2022,46,246.82,5.91,10.27,151,0,256.13,1
Samba Rice (1),Grocery/Staple,2022,47,250.49,7.46,10.12,144,0,258.74,1
Samba Rice (1),Grocery/Staple,2022,48,253.81,6.47,9.81,137,0,262.12,1
Samba Rice (1),Grocery/Staple,2022,49,258.49,7.59,10.02,130,0,266.26,1
Samba Rice (1),Grocery/Staple,2022,50,261.75,6.05,9.7,123,0,270.02,1
Samba Rice (1),Grocery/Staple,2022,51,260.91,4.16,7.77,116,0,274.49,1
Samba Rice (1),Grocery/Staple,2022,52,267.34,5.33,8.8,109,0,277.2,1
Samba Rice (1),Grocery/Staple,2023,1,275.04,6.4,10.14,102,0,279.83,1
Samba Rice (1),Grocery/Staple,2023,2,276.77,5.74,9.16,95,0,282.92,1
Samba Rice (1),Grocery/Staple,2023,3,278.79,6.85,8.45,88,0,286.19,1
Samba Rice (1),Grocery/Staple,2023,4,278.21,4.07,6.78,81,0,290.49,1
Samba Rice (1),Grocery/Staple,2023,5,285.56,3.82,8.1,74,0,293.26,1
Samba Rice (1),Grocery/Staple,2023,6,289.14,4.47,7.92,67,0,294.48,1
Samba Rice (1),Grocery/Staple,2023,7,291.85,4.68,7.54,60,0,294.58,1
Samba Rice (1),Grocery/Staple,2023,8,295.43,6.19,7.49,53,0,294.02,0
Samba Rice (1),Grocery/Staple,2023,9,296.64,3.88,6.65,46,0,292.99,0
Samba Rice (1),Grocery/Staple,2023,10,294.0,1.68,4.67,39,0,295.13,1
Samba Rice (1),Grocery/Staple,2023,11,292.26,0.14,3.19,32,0,298.36,1
Samba Rice (1),Grocery/Staple,2023,12,293.18,-0.76,2.62,25,0,297.48,1
Samba Rice (1),Grocery/Staple,2023,13,292.51,-1.39,1.69,18,1,295.88,1
Samba Rice (1),Grocery/Staple,2023,14,302.56,2.91,4.42,11,1,292.5,0
Samba Rice (1),Grocery/Staple,2023,15,305.17,4.42,4.53,4,1,287.67,0
Samba Rice (1),Grocery/Staple,2023,16,289.68,-1.19,-1.06,363,0,286.0,0
Samba Rice (1),Grocery/Staple,2023,17,286.11,-2.19,-2.48,356,0,285.91,0
Samba Rice (1),Grocery/Staple,2023,18,289.05,-4.47,-1.57,349,0,284.44,0
Samba Rice (1),Grocery/Staple,2023,19,285.84,-6.33,-2.58,342,0,283.65,0
Samba Rice (1),Grocery/Staple,2023,20,283.0,-2.31,-3.32,335,0,283.56,1
Samba Rice (1),Grocery/Staple,2023,21,285.73,-0.13,-2.14,328,0,282.68,0
Samba Rice (1),Grocery/Staple,2023,22,283.18,-2.03,-2.67,321,0,282.42,0
Samba Rice (1),Grocery/Staple,2023,23,282.71,-1.1,-2.54,314,0,282.31,0
Samba Rice (1),Grocery/Staple,2023,24,282.63,-0.13,-2.32,307,0,280.3,0
Samba Rice (1),Grocery/Staple,2023,25,282.22,-1.23,-2.17,300,0,279.62,0
Samba Rice (1),Grocery/Staple,2023,26,282.13,-0.37,-1.93,293,0,278.5,0
Samba Rice (1),Grocery/Staple,2023,27,282.26,-0.16,-1.35,286,0,277.7,0
Samba Rice (1),Grocery/Staple,2023,28,274.58,-2.85,-3.24,279,0,278.1,1
Samba Rice (1),Grocery/Staple,2023,29,279.48,-0.97,-1.24,272,0,277.85,0
Samba Rice (1),Grocery/Staple,2023,30,277.65,-1.59,-1.66,265,0,276.89,0
Samba Rice (1),Grocery/Staple,2023,31,279.1,-1.12,-0.88,258,0,275.77,0
Samba Rice (1),Grocery/Staple,2023,32,276.17,0.58,-1.66,251,0,274.89,0
Samba Rice (1),Grocery/Staple,2023,33,278.49,-0.36,-0.71,244,0,273.11,0
Samba Rice (1),Grocery/Staple,2023,34,273.82,-1.38,-2.06,237,0,272.02,0
Samba Rice (1),Grocery/Staple,2023,35,274.62,-1.6,-1.54,230,0,271.18,0
Samba Rice (1),Grocery/Staple,2023,36,272.65,-1.28,-1.97,223,0,270.54,0
Samba Rice (1),Grocery/Staple,2023,37,271.37,-2.55,-2.13,216,0,270.35,0
Samba Rice (1),Grocery/Staple,2023,38,269.42,-1.6,-2.49,209,0,270.27,1
Samba Rice (1),Grocery/Staple,2023,39,271.26,-1.22,-1.52,202,0,268.15,0
Samba Rice (1),Grocery/Staple,2023,40,270.08,-0.94,-1.61,195,0,267.8,0
Samba Rice (1),Grocery/Staple,2023,41,270.62,-0.28,-1.31,188,0,266.56,0
Samba Rice (1),Grocery/Staple,2023,42,269.13,-0.11,-1.57,181,0,265.51,0
Samba Rice (1),Grocery/Staple,2023,43,262.76,-3.13,-3.49,174,0,265.75,1
Samba Rice (1),Grocery/Staple,2023,44,268.7,-0.51,-1.02,167,0,264.73,0
Samba Rice (1),Grocery/Staple,2023,45,265.66,-1.83,-1.85,160,0,264.0,0
Samba Rice (1),Grocery/Staple,2023,46,264.94,-1.56,-1.74,153,0,263.05,0
Samba Rice (1),Grocery/Staple,2023,47,263.71,0.36,-1.91,146,0,262.72,0
Samba Rice (1),Grocery/Staple,2023,48,264.6,-1.52,-1.29,139,0,261.01,0
Samba Rice (1),Grocery/Staple,2023,49,262.76,-1.09,-1.7,132,0,259.9,0
Samba Rice (1),Grocery/Staple,2023,50,261.14,-1.43,-2.02,125,0,259.44,0
Samba Rice (1),Grocery/Staple,2023,51,262.36,-0.51,-1.36,118,0,258.75,0
Samba Rice (1),Grocery/Staple,2023,52,257.8,-2.57,-2.7,111,0,258.11,1
Samba Rice (1),Grocery/Staple,2024,1,258.3,-1.7,-2.17,104,0,257.83,0
Samba Rice (1),Grocery/Staple,2024,2,259.31,-0.7,-1.47,97,0,257.81,0
Samba Rice (1),Grocery/Staple,2024,3,259.59,-1.06,-1.08,90,0,256.44,0
Samba Rice (1),Grocery/Staple,2024,4,255.26,-0.98,-2.52,83,0,257.39,1
Samba Rice (1),Grocery/Staple,2024,5,257.18,-0.43,-1.45,76,0,257.35,1
Samba Rice (1),Grocery/Staple,2024,6,259.2,-0.04,-0.49,69,0,257.18,0
Samba Rice (1),Grocery/Staple,2024,7,254.12,-2.11,-2.13,62,0,258.2,1
Samba Rice (1),Grocery/Staple,2024,8,259.08,1.5,-0.08,55,0,257.38,0
Samba Rice (1),Grocery/Staple,2024,9,257.01,-0.06,-0.65,48,0,257.27,1
Samba Rice (1),Grocery/Staple,2024,10,258.5,-0.27,0.05,41,0,258.54,1
Samba Rice (1),Grocery/Staple,2024,11,258.21,1.61,0.03,34,0,261.22,1
Samba Rice (1),Grocery/Staple,2024,12,255.81,-1.26,-0.71,27,0,261.29,1
Samba Rice (1),Grocery/Staple,2024,13,256.54,-0.19,-0.39,20,1,261.29,1
Samba Rice (1),Grocery/Staple,2024,14,263.61,1.98,2.19,13,1,259.97,0
Samba Rice (1),Grocery/Staple,2024,15,268.91,4.14,3.95,6,1,256.42,0
Samba Rice (1),Grocery/Staple,2024,16,256.08,0.11,-0.91,364,0,256.23,1
Samba Rice (1),Grocery/Staple,2024,17,256.55,0.0,-0.76,357,0,255.28,0
Samba Rice (1),Grocery/Staple,2024,18,258.35,-2.0,-0.1,350,0,255.13,0
Samba Rice (1),Grocery/Staple,2024,19,254.7,-5.28,-1.38,343,0,255.92,1
Samba Rice (1),Grocery/Staple,2024,20,255.32,-0.3,-1.18,336,0,256.11,1
Samba Rice (1),Grocery/Staple,2024,21,252.74,-1.48,-1.99,329,0,257.47,1
Samba Rice (1),Grocery/Staple,2024,22,257.77,-0.23,-0.06,322,0,258.03,1
Samba Rice (1),Grocery/Staple,2024,23,257.85,1.24,-0.01,315,0,257.37,0
Samba Rice (1),Grocery/Staple,2024,24,256.07,0.3,-0.64,308,0,258.53,1
Samba Rice (1),Grocery/Staple,2024,25,258.17,2.15,0.11,301,0,257.94,0
Samba Rice (1),Grocery/Staple,2024,26,260.01,0.87,0.72,294,0,257.77,0
Samba Rice (1),Grocery/Staple,2024,27,255.22,-1.02,-0.89,287,0,258.38,1
Samba Rice (1),Grocery/Staple,2024,28,260.71,1.81,1.49,280,0,258.22,0
Samba Rice (1),Grocery/Staple,2024,29,255.83,-0.91,-0.41,273,0,258.61,1
Samba Rice (1),Grocery/Staple,2024,30,259.3,-0.27,0.86,266,0,258.34,0
Samba Rice (1),Grocery/Staple,2024,31,257.67,0.96,0.25,259,0,258.01,1
Samba Rice (1),Grocery/Staple,2024,32,260.07,-0.25,1.02,252,0,258.11,0
Samba Rice (1),Grocery/Staple,2024,33,257.38,0.61,-0.08,245,0,258.29,1
Samba Rice (1),Grocery/Staple,2024,34,258.22,-0.42,0.08,238,0,258.95,1
Samba Rice (1),Grocery/Staple,2024,35,256.38,-0.5,-0.6,231,0,259.41,1
Samba Rice (1),Grocery/Staple,2024,36,260.47,0.15,0.91,224,0,258.5,0
Samba Rice (1),Grocery/Staple,2024,37,258.09,0.28,-0.07,217,0,258.71,1
Samba Rice (1),Grocery/Staple,2024,38,260.87,1.03,0.92,210,0,258.31,0
Samba Rice (1),Grocery/Staple,2024,39,258.21,0.72,-0.05,203,0,258.14,0
Samba Rice (1),Grocery/Staple,2024,40,256.82,-1.4,-0.64,196,0,259.23,1
Samba Rice (1),Grocery/Staple,2024,41,258.93,0.32,0.23,189,0,259.46,1
Samba Rice (1),Grocery/Staple,2024,42,259.28,-0.61,0.27,182,0,259.12,0
Samba Rice (1),Grocery/Staple,2024,43,257.53,-0.27,-0.36,175,0,260.19,1
Samba Rice (1),Grocery/Staple,2024,44,261.18,1.7,0.95,168,0,259.98,0
Samba Rice (1),Grocery/Staple,2024,45,259.83,0.35,0.44,161,0,261.03,1
Samba Rice (1),Grocery/Staple,2024,46,257.94,-0.52,-0.31,154,0,262.31,1
Samba Rice (1),Grocery/Staple,2024,47,261.82,1.67,1.08,147,0,261.88,1
Samba Rice (1),Grocery/Staple,2024,48,260.33,-0.33,0.38,140,0,261.76,1
Samba Rice (1),Grocery/Staple,2024,49,264.05,1.62,1.71,133,0,261.55,0
Samba Rice (1),Grocery/Staple,2024,50,263.06,1.99,1.18,126,0,260.81,0
Samba Rice (1),Grocery/Staple,2024,51,260.09,-0.66,0.06,119,0,261.15,1
Samba Rice (1),Grocery/Staple,2024,52,259.84,-0.19,-0.08,112,0,261.83,1
Samba Rice (1),Grocery/Staple,2025,1,263.22,-0.31,1.02,105,0,262.09,0
Samba Rice (1),Grocery/Staple,2025,2,260.09,-1.13,-0.21,98,0,262.33,1
Samba Rice (1),Grocery/Staple,2025,3,261.44,0.52,0.24,91,0,261.96,1
Samba Rice (1),Grocery/Staple,2025,4,262.56,1.05,0.52,84,0,261.7,0
Samba Rice (1),Grocery/Staple,2025,5,264.29,0.41,1.09,77,0,261.39,0
Samba Rice (1),Grocery/Staple,2025,6,261.03,0.36,-0.19,70,0,260.83,0
Samba Rice (1),Grocery/Staple,2025,7,259.96,-0.56,-0.65,63,0,261.75,1
Samba Rice (1),Grocery/Staple,2025,8,261.54,-0.39,-0.04,56,0,261.31,0
Samba Rice (1),Grocery/Staple,2025,9,263.04,-0.47,0.45,49,0,261.5,0
Samba Rice (1),Grocery/Staple,2025,10,258.77,-0.87,-1.03,42,0,263.41,1
Samba Rice (1),Grocery/Staple,2025,11,263.67,1.42,0.83,35,0,265.7,1
Samba Rice (1),Grocery/Staple,2025,12,259.77,-0.68,-0.65,28,0,265.73,1
Samba Rice (1),Grocery/Staple,2025,13,263.79,0.28,0.77,21,1,265.03,1
Samba Rice (1),Grocery/Staple,2025,14,266.43,2.96,1.68,14,1,264.42,0
Samba Rice (1),Grocery/Staple,2025,15,272.83,3.48,3.73,7,1,261.46,0
Samba Rice (1),Grocery/Staple,2025,16,259.86,0.04,-1.15,0,1,261.98,1
Samba Rice (1),Grocery/Staple,2025,17,261.0,-1.06,-0.67,358,0,262.38,1
Samba Rice (1),Grocery/Staple,2025,18,264.0,-0.91,0.48,351,0,262.75,0
Samba Rice (1),Grocery/Staple,2025,19,260.99,-4.34,-0.67,344,0,262.91,1
Samba Rice (1),Grocery/Staple,2025,20,261.94,0.8,-0.36,337,0,263.35,1
Samba Rice (1),Grocery/Staple,2025,21,262.57,0.6,-0.15,330,0,263.23,1
Samba Rice (1),Grocery/Staple,2025,22,265.51,0.57,0.89,323,0,262.54,0
Samba Rice (1),Grocery/Staple,2025,23,261.63,0.24,-0.67,316,0,262.66,1
Samba Rice (1),Grocery/Staple,2025,24,263.69,0.67,0.12,309,0,261.78,0
Samba Rice (1),Grocery/Staple,2025,25,262.1,-0.18,-0.56,302,0,261.77,0
Samba Rice (1),Grocery/Staple,2025,26,262.76,-1.04,-0.28,295,0,262.57,0
Samba Rice (1),Grocery/Staple,2025,27,262.09,0.18,-0.4,288,0,262.28,1
Samba Rice (1),Grocery/Staple,2025,28,260.16,-1.34,-0.77,281,0,262.55,1
Samba Rice (1),Grocery/Staple,2025,29,262.08,-0.01,-0.1,274,0,262.17,1
Samba Rice (1),Grocery/Staple,2025,30,265.94,1.21,1.22,267,0,261.19,0
Samba Rice (1),Grocery/Staple,2025,31,260.94,-0.44,-0.59,260,0,261.04,1
Samba Rice (1),Grocery/Staple,2025,32,261.25,0.42,-0.48,253,0,260.99,0
Samba Rice (1),Grocery/Staple,2025,33,260.56,-0.58,-0.71,246,0,261.2,1
Samba Rice (1),Grocery/Staple,2025,34,262.01,-1.48,-0.14,239,0,262.07,1
Samba Rice (1),Grocery/Staple,2025,35,260.34,-0.23,-0.62,232,0,262.12,1
Samba Rice (1),Grocery/Staple,2025,36,261.06,-0.07,-0.33,225,0,262.26,1
Samba Rice (1),Grocery/Staple,2025,37,261.4,0.32,-0.13,218,0,262.91,1
Samba Rice (1),Grocery/Staple,2025,38,265.5,1.33,1.33,211,0,262.27,0
Samba Rice (1),Grocery/Staple,2025,39,260.53,0.07,-0.5,204,0,262.73,1
Samba Rice (1),Grocery/Staple,2025,40,261.6,0.21,-0.07,197,0,263.01,1
Samba Rice (1),Grocery/Staple,2025,41,264.02,1.0,0.73,190,0,263.76,0
Samba Rice (1),Grocery/Staple,2025,42,262.92,-0.97,0.29,183,0,263.59,1
Samba Rice (1),Grocery/Staple,2025,43,262.39,0.71,0.19,176,0,263.75,1
Samba Rice (1),Grocery/Staple,2025,44,262.7,0.42,0.26,169,0,264.07,1
Samba Rice (1),Grocery/Staple,2025,45,267.05,1.15,1.75,162,0,263.23,0
Samba Rice (1),Grocery/Staple,2025,46,262.24,-0.26,-0.13,155,0,263.6,1
Samba Rice (1),Grocery/Staple,2025,47,263.03,0.25,0.14,148,0,264.27,1
Samba Rice (1),Grocery/Staple,2025,48,263.97,0.49,0.39,141,0,264.12,1
Samba Rice (1),Grocery/Staple,2025,49,263.68,-1.26,0.2,134,0,264.27,1
Samba Rice (1),Grocery/Staple,2025,50,263.72,0.56,0.15,127,0,264.67,1
Samba Rice (1),Grocery/Staple,2025,51,265.7,1.01,0.89,120,0,263.91,0
Samba Rice (1),Grocery/Staple,2025,52,263.38,-0.22,-0.07,113,0,263.58,1
Samba Rice (1),Grocery/Staple,2026,1,264.29,0.23,0.19,106,0,263.73,0
Samba Rice (1),Grocery/Staple,2026,2,265.32,0.61,0.55,99,0,262.51,0
Samba Rice (1),Grocery/Staple,2026,3,262.66,-1.14,-0.45,92,0,263.38,1
Samba Rice (1),Grocery/Staple,2026,4,262.05,-0.51,-0.67,85,0,263.45,1
Samba Rice (1),Grocery/Staple,2026,5,264.89,0.23,0.34,78,0,263.37,0
Samba Rice (1),Grocery/Staple,2026,6,260.45,-1.84,-1.15,71,0,264.29,1
Samba Rice (1),Grocery/Staple,2026,7,266.16,1.33,0.9,64,0,263.34,0
Samba Rice (1),Grocery/Staple,2026,8,262.33,0.11,-0.53,57,0,263.81,1
Samba Rice (1),Grocery/Staple,2026,9,264.56,-0.12,0.29,50,0,264.05,0
Samba Rice (1),Grocery/Staple,2026,10,264.11,1.4,0.11,43,0,265.57,1
Samba Rice (1),Grocery/Staple,2026,11,262.38,-1.42,-0.5,36,0,269.03,1
Samba Rice (1),Grocery/Staple,2026,12,264.2,0.71,0.23,29,0,269.44,1
Samba Rice (1),Grocery/Staple,2026,13,265.51,0.36,0.66,22,0,268.68,1
Samba Rice (1),Grocery/Staple,2026,14,270.2,2.31,2.26,15,1,267.03,0
Samba Rice (1),Grocery/Staple,2026,15,276.22,5.27,4.21,8,1,263.6,0
Samba Rice (1),Grocery/Staple,2026,16,265.83,0.62,0.2,1,1,262.82,0
Samba Rice (1),Grocery/Staple,2026,17,262.46,-1.15,-1.08,359,0,263.32,1
Samba Rice (1),Grocery/Staple,2026,18,263.61,-2.44,-0.61,352,0,263.9,1
Samba Rice (1),Grocery/Staple,2026,19,262.49,-4.97,-1.09,345,0,263.14,1
Samba Rice (1),Grocery/Staple,2026,20,262.72,-1.17,-0.91,338,0,262.69,0
Keeri Samba Rice,Grocery/Staple,2022,24,205.33,0.0,0.0,305,0,220.24,1
Keeri Samba Rice,Grocery/Staple,2022,25,214.46,0.0,2.18,298,0,225.63,1
Keeri Samba Rice,Grocery/Staple,2022,26,217.66,0.0,2.44,291,0,231.06,1
Keeri Samba Rice,Grocery/Staple,2022,27,221.76,0.0,3.24,284,0,236.66,1
Keeri Samba Rice,Grocery/Staple,2022,28,227.07,10.59,4.52,277,0,242.23,1
Keeri Samba Rice,Grocery/Staple,2022,29,236.03,10.06,7.1,270,0,247.53,1
Keeri Samba Rice,Grocery/Staple,2022,30,239.37,9.97,7.29,263,0,252.54,1
Keeri Samba Rice,Grocery/Staple,2022,31,244.18,10.11,8.17,256,0,257.51,1
Keeri Samba Rice,Grocery/Staple,2022,32,249.34,9.81,9.19,249,0,262.94,1
Keeri Samba Rice,Grocery/Staple,2022,33,257.21,8.97,11.23,242,0,267.35,1
Keeri Samba Rice,Grocery/Staple,2022,34,259.43,8.38,10.96,235,0,272.62,1
Keeri Samba Rice,Grocery/Staple,2022,35,264.06,8.14,11.74,228,0,278.5,1
Keeri Samba Rice,Grocery/Staple,2022,36,271.06,8.71,13.41,221,0,283.55,1
Keeri Samba Rice,Grocery/Staple,2022,37,274.86,6.86,12.49,214,0,288.65,1
Keeri Samba Rice,Grocery/Staple,2022,38,280.52,8.13,12.46,207,0,292.42,1
Keeri Samba Rice,Grocery/Staple,2022,39,287.58,8.91,12.86,200,0,295.64,1
Keeri Samba Rice,Grocery/Staple,2022,40,291.26,7.45,11.96,193,0,299.81,1
Keeri Samba Rice,Grocery/Staple,2022,41,295.24,7.42,11.25,186,0,304.59,1
Keeri Samba Rice,Grocery/Staple,2022,42,295.61,5.38,9.49,179,0,310.29,1
Keeri Samba Rice,Grocery/Staple,2022,43,300.44,4.47,9.38,172,0,314.64,1
Keeri Samba Rice,Grocery/Staple,2022,44,307.95,5.73,10.15,165,0,319.71,1
Keeri Samba Rice,Grocery/Staple,2022,45,314.37,6.48,10.47,158,0,323.79,1
Keeri Samba Rice,Grocery/Staple,2022,46,318.4,7.71,10.06,151,0,328.99,1
Keeri Samba Rice,Grocery/Staple,2022,47,317.87,5.8,8.2,144,0,334.78,1
Keeri Samba Rice,Grocery/Staple,2022,48,328.23,6.59,9.88,137,0,339.2,1
Keeri Samba Rice,Grocery/Staple,2022,49,330.69,5.19,9.03,130,0,343.75,1
Keeri Samba Rice,Grocery/Staple,2022,50,339.17,6.53,10.03,123,0,348.02,1
Keeri Samba Rice,Grocery/Staple,2022,51,341.01,7.28,8.98,116,0,352.55,1
Keeri Samba Rice,Grocery/Staple,2022,52,345.92,5.39,8.99,109,0,356.89,1
Keeri Samba Rice,Grocery/Staple,2023,1,348.89,5.51,8.41,102,0,362.09,1
Keeri Samba Rice,Grocery/Staple,2023,2,356.26,5.04,9.11,95,0,365.39,1
Keeri Samba Rice,Grocery/Staple,2023,3,359.14,5.31,8.37,88,0,370.09,1
Keeri Samba Rice,Grocery/Staple,2023,4,363.27,5.02,8.04,81,0,372.91,1
Keeri Samba Rice,Grocery/Staple,2023,5,369.68,5.96,8.41,74,0,375.75,1
Keeri Samba Rice,Grocery/Staple,2023,6,369.48,3.71,7.02,67,0,378.74,1
Keeri Samba Rice,Grocery/Staple,2023,7,377.94,5.24,8.04,60,0,378.72,1
Keeri Samba Rice,Grocery/Staple,2023,8,374.53,3.1,5.75,53,0,379.25,1
Keeri Samba Rice,Grocery/Staple,2023,9,381.06,3.08,6.37,46,0,379.59,0
Keeri Samba Rice,Grocery/Staple,2023,10,381.43,3.23,5.33,39,0,382.19,1
Keeri Samba Rice,Grocery/Staple,2023,11,377.87,-0.02,3.49,32,0,385.03,1
Keeri Samba Rice,Grocery/Staple,2023,12,376.63,0.56,2.39,25,0,384.15,1
Keeri Samba Rice,Grocery/Staple,2023,13,382.44,0.36,3.18,18,1,381.95,0
Keeri Samba Rice,Grocery/Staple,2023,14,391.8,2.72,4.77,11,1,377.45,0
Keeri Samba Rice,Grocery/Staple,2023,15,389.26,3.01,3.39,4,1,373.01,0
Keeri Samba Rice,Grocery/Staple,2023,16,373.11,-0.94,-1.18,363,0,372.88,0
Keeri Samba Rice,Grocery/Staple,2023,17,373.64,-2.3,-1.25,356,0,372.15,0
Keeri Samba Rice,Grocery/Staple,2023,18,373.8,-4.59,-1.29,349,0,370.68,0
Keeri Samba Rice,Grocery/Staple,2023,19,371.5,-4.56,-1.94,342,0,368.91,0
Keeri Samba Rice,Grocery/Staple,2023,20,372.58,-0.14,-1.55,335,0,367.69,0
Keeri Samba Rice,Grocery/Staple,2023,21,370.72,-0.78,-1.96,328,0,367.3,0
Keeri Samba Rice,Grocery/Staple,2023,22,367.94,-1.57,-2.44,321,0,366.23,0
Keeri Samba Rice,Grocery/Staple,2023,23,364.39,-1.91,-3.04,314,0,365.72,1
Keeri Samba Rice,Grocery/Staple,2023,24,367.72,-1.3,-1.95,307,0,365.3,0
Keeri Samba Rice,Grocery/Staple,2023,25,369.15,-0.42,-1.42,300,0,363.67,0
Keeri Samba Rice,Grocery/Staple,2023,26,363.66,-1.16,-2.51,293,0,362.55,0
Keeri Samba Rice,Grocery/Staple,2023,27,362.34,-0.56,-2.27,286,0,362.6,1
Keeri Samba Rice,Grocery/Staple,2023,28,366.05,-0.46,-0.79,279,0,360.73,0
Keeri Samba Rice,Grocery/Staple,2023,29,362.63,-1.77,-1.5,272,0,359.96,0
Keeri Samba Rice,Grocery/Staple,2023,30,359.17,-1.23,-2.15,265,0,359.54,1
Keeri Samba Rice,Grocery/Staple,2023,31,362.53,0.05,-1.0,258,0,358.21,0
Keeri Samba Rice,Grocery/Staple,2023,32,358.58,-2.04,-1.81,251,0,357.1,0
Keeri Samba Rice,Grocery/Staple,2023,33,359.55,-0.85,-1.27,244,0,354.46,0
Keeri Samba Rice,Grocery/Staple,2023,34,357.48,-0.47,-1.57,237,0,353.27,0
Keeri Samba Rice,Grocery/Staple,2023,35,357.2,-1.47,-1.42,230,0,350.93,0
Keeri Samba Rice,Grocery/Staple,2023,36,354.15,-1.24,-2.05,223,0,350.93,0
Keeri Samba Rice,Grocery/Staple,2023,37,349.02,-2.93,-3.08,216,0,351.34,1
Keeri Samba Rice,Grocery/Staple,2023,38,352.71,-1.33,-1.71,209,0,349.49,0
Keeri Samba Rice,Grocery/Staple,2023,39,347.83,-2.62,-2.74,202,0,348.67,1
Keeri Samba Rice,Grocery/Staple,2023,40,354.13,-0.0,-0.8,195,0,345.19,0
Keeri Samba Rice,Grocery/Staple,2023,41,350.67,0.47,-1.45,188,0,343.61,0
Keeri Samba Rice,Grocery/Staple,2023,42,345.31,-2.1,-2.59,181,0,343.73,0
Keeri Samba Rice,Grocery/Staple,2023,43,344.56,-0.94,-2.49,174,0,342.59,0
Keeri Samba Rice,Grocery/Staple,2023,44,340.22,-3.93,-3.25,167,0,341.25,1
Keeri Samba Rice,Grocery/Staple,2023,45,344.35,-1.8,-1.77,160,0,340.14,0
Keeri Samba Rice,Grocery/Staple,2023,46,345.79,0.14,-1.06,153,0,338.88,0
Keeri Samba Rice,Grocery/Staple,2023,47,340.02,-1.32,-2.34,146,0,338.26,0
Keeri Samba Rice,Grocery/Staple,2023,48,334.86,-1.57,-3.34,139,0,337.36,1
Keeri Samba Rice,Grocery/Staple,2023,49,339.91,-1.29,-1.57,132,0,336.12,0
Keeri Samba Rice,Grocery/Staple,2023,50,340.74,-1.46,-1.15,125,0,334.77,0
Keeri Samba Rice,Grocery/Staple,2023,51,337.51,-0.74,-1.75,118,0,333.85,0
Keeri Samba Rice,Grocery/Staple,2023,52,331.27,-1.07,-3.21,111,0,333.98,1
Keeri Samba Rice,Grocery/Staple,2024,1,334.95,-1.46,-1.71,104,0,332.99,0
Keeri Samba Rice,Grocery/Staple,2024,2,335.34,-1.58,-1.25,97,0,332.52,0
Keeri Samba Rice,Grocery/Staple,2024,3,333.84,-1.09,-1.44,90,0,331.84,0
Keeri Samba Rice,Grocery/Staple,2024,4,331.81,0.16,-1.76,83,0,331.55,0
Keeri Samba Rice,Grocery/Staple,2024,5,330.96,-1.19,-1.8,76,0,331.74,1
Keeri Samba Rice,Grocery/Staple,2024,6,333.48,-0.56,-0.81,69,0,331.76,0
Keeri Samba Rice,Grocery/Staple,2024,7,331.12,-0.81,-1.18,62,0,331.34,1
Keeri Samba Rice,Grocery/Staple,2024,8,330.64,-0.35,-1.11,55,0,331.66,1
Keeri Samba Rice,Grocery/Staple,2024,9,331.7,0.22,-0.72,48,0,332.08,1
Keeri Samba Rice,Grocery/Staple,2024,10,333.59,0.03,-0.01,41,0,333.63,1
