bank_txn_id,date,txn_type,amount_abs_rs,direction,channel,weekday,day_of_month,created_offline,amount_zscore,target_anomaly
BNK00035,2022-06-23,supplier_payment,3429.54,out,bank_transfer,3,23,0,-0.9,0
BNK00036,2022-06-23,cash_deposit,15082.45,in,agency_banking_agent,3,23,0,-1.17,0
BNK00037,2022-06-23,qr_settlement,427.0,in,LankaQR,3,23,0,-1.31,0
BNK00038,2022-06-24,cash_deposit,21528.25,in,agency_banking_agent,4,24,0,-0.62,0
BNK00039,2022-06-24,qr_settlement,1527.0,in,LankaQR,4,24,0,-1.08,0
BNK00040,2022-06-24,card_settlement,810.0,in,POS_card,4,24,0,-1.04,0
BNK00041,2022-06-25,cash_deposit,29035.91,in,agency_banking_agent,5,25,0,0.03,0
BNK00042,2022-06-25,qr_settlement,4582.0,in,LankaQR,5,25,0,-0.46,0
BNK00043,2022-06-26,cash_deposit,18068.29,in,agency_banking_agent,6,26,0,-0.92,0
BNK00044,2022-06-26,qr_settlement,1707.0,in,LankaQR,6,26,0,-1.05,0
BNK00045,2022-06-26,card_settlement,2697.0,in,POS_card,6,26,0,-0.4,0
BNK00046,2022-06-27,supplier_payment,28139.8,out,bank_transfer,0,27,0,0.95,0
BNK00047,2022-06-27,supplier_payment,15865.5,out,bank_transfer,0,27,0,0.03,0
BNK00048,2022-06-27,supplier_payment,12697.2,out,bank_transfer,0,27,0,-0.21,0
BNK00049,2022-06-27,supplier_payment,7487.34,out,bank_transfer,0,27,0,-0.6,0
BNK00050,2022-06-27,supplier_payment,4317.6,out,bank_transfer,0,27,0,-0.84,0
BNK00051,2022-06-27,supplier_payment,6174.0,out,bank_transfer,0,27,0,-0.7,0
BNK00052,2022-06-27,supplier_payment,2533.16,out,bank_transfer,0,27,0,-0.97,0
BNK00053,2022-06-27,supplier_payment,3834.0,out,bank_transfer,0,27,0,-0.87,0
BNK00054,2022-06-27,cash_deposit,14481.56,in,agency_banking_agent,0,27,0,-1.22,0
BNK00055,2022-06-27,qr_settlement,1751.0,in,LankaQR,0,27,0,-1.04,0
BNK00056,2022-06-27,card_settlement,1350.0,in,POS_card,0,27,0,-0.85,0
BNK00057,2022-06-28,cash_deposit,19068.33,in,agency_banking_agent,1,28,0,-0.83,0
BNK00058,2022-06-28,card_settlement,313.0,in,POS_card,1,28,0,-1.2,0
BNK00059,2022-06-29,cash_deposit,10884.05,in,agency_banking_agent,2,29,0,-1.53,0
BNK00060,2022-06-29,qr_settlement,842.0,in,LankaQR,2,29,0,-1.22,0
BNK00061,2022-06-29,card_settlement,2597.0,in,POS_card,2,29,0,-0.43,0
BNK00062,2022-06-30,supplier_payment,12240.0,out,bank_transfer,3,30,0,-0.24,0
BNK00063,2022-06-30,cash_deposit,19536.62,in,agency_banking_agent,3,30,0,-0.79,0
BNK00064,2022-07-01,cash_deposit,28434.15,in,agency_banking_agent,4,1,0,-0.02,0
BNK00065,2022-07-01,qr_settlement,3136.0,in,LankaQR,4,1,0,-0.76,0
BNK00066,2022-07-01,card_settlement,2335.0,in,POS_card,4,1,0,-0.52,0
BNK00067,2022-07-02,cash_deposit,25426.33,in,agency_banking_agent,5,2,0,-0.28,0
BNK00068,2022-07-02,qr_settlement,1136.0,in,LankaQR,5,2,0,-1.16,0
BNK00069,2022-07-02,card_settlement,2085.0,in,POS_card,5,2,0,-0.6,0
BNK00070,2022-07-03,cash_deposit,23854.82,in,agency_banking_agent,6,3,0,-0.42,0
BNK00071,2022-07-03,qr_settlement,3619.0,in,LankaQR,6,3,0,-0.66,0
BNK00072,2022-07-03,card_settlement,2489.0,in,POS_card,6,3,0,-0.47,0
BNK00073,2022-07-04,supplier_payment,37270.0,out,bank_transfer,0,4,0,1.63,0
BNK00074,2022-07-04,supplier_payment,20654.34,out,bank_transfer,0,4,0,0.39,0
BNK00075,2022-07-04,supplier_payment,27300.15,out,bank_transfer,0,4,0,0.88,0
BNK00076,2022-07-04,supplier_payment,7159.53,out,bank_transfer,0,4,0,-0.62,0
BNK00077,2022-07-04,supplier_payment,4136.4,out,bank_transfer,0,4,0,-0.85,0
BNK00078,2022-07-04,supplier_payment,9142.5,out,bank_transfer,0,4,0,-0.47,0
BNK00079,2022-07-04,supplier_payment,3862.6,out,bank_transfer,0,4,0,-0.87,0
BNK00080,2022-07-04,supplier_payment,2731.4,out,bank_transfer,0,4,0,-0.95,0
BNK00081,2022-07-04,cash_deposit,14234.74,in,agency_banking_agent,0,4,0,-1.25,0
BNK00082,2022-07-04,qr_settlement,402.0,in,LankaQR,0,4,0,-1.31,0
BNK00083,2022-07-04,card_settlement,3611.0,in,POS_card,0,4,0,-0.09,0
BNK00084,2022-07-05,cash_deposit,18246.03,in,agency_banking_agent,1,5,0,-0.9,0
BNK00085,2022-07-05,qr_settlement,594.0,in,LankaQR,1,5,0,-1.27,0
BNK00086,2022-07-05,card_settlement,988.0,in,POS_card,1,5,0,-0.98,0
BNK00087,2022-07-06,cash_deposit,20726.55,in,agency_banking_agent,2,6,0,-0.69,0
BNK00088,2022-07-06,qr_settlement,765.0,in,LankaQR,2,6,0,-1.24,0
BNK00089,2022-07-06,card_settlement,1306.0,in,POS_card,2,6,0,-0.87,0
BNK00090,2022-07-07,supplier_payment,12180.5,out,bank_transfer,3,7,0,-0.25,0
BNK00091,2022-07-07,supplier_payment,3504.9,out,bank_transfer,3,7,0,-0.9,0
BNK00092,2022-07-07,cash_deposit,22674.51,in,agency_banking_agent,3,7,0,-0.52,0
BNK00093,2022-07-07,qr_settlement,143.0,in,LankaQR,3,7,0,-1.36,0
BNK00094,2022-07-08,cash_deposit,19623.42,in,agency_banking_agent,4,8,0,-0.78,0
BNK00095,2022-07-08,qr_settlement,1267.0,in,LankaQR,4,8,0,-1.14,0
BNK00096,2022-07-08,card_settlement,4630.0,in,POS_card,4,8,0,0.26,0
BNK00097,2022-07-09,cash_deposit,16828.31,in,agency_banking_agent,5,9,0,-1.02,0
BNK00098,2022-07-09,qr_settlement,2889.0,in,LankaQR,5,9,0,-0.81,0
BNK00099,2022-07-09,card_settlement,2581.0,in,POS_card,5,9,0,-0.44,0
BNK00100,2022-07-10,cash_deposit,29742.28,in,agency_banking_agent,6,10,0,0.09,0
BNK00101,2022-07-10,qr_settlement,3462.0,in,LankaQR,6,10,0,-0.69,0
BNK00102,2022-07-10,card_settlement,1863.0,in,POS_card,6,10,0,-0.68,0
BNK00103,2022-07-11,supplier_payment,14602.5,out,bank_transfer,0,11,0,-0.07,0
BNK00104,2022-07-11,supplier_payment,19909.5,out,bank_transfer,0,11,0,0.33,0
BNK00105,2022-07-11,supplier_payment,11330.4,out,bank_transfer,0,11,0,-0.31,0
BNK00106,2022-07-11,supplier_payment,6767.2,out,bank_transfer,0,11,0,-0.65,0
BNK00107,2022-07-11,supplier_payment,13022.22,out,bank_transfer,0,11,0,-0.18,0
BNK00108,2022-07-11,supplier_payment,4123.8,out,bank_transfer,0,11,0,-0.85,0
BNK00109,2022-07-11,supplier_payment,3988.25,out,bank_transfer,0,11,0,-0.86,0
BNK00110,2022-07-11,supplier_payment,3194.1,out,bank_transfer,0,11,0,-0.92,0
BNK00111,2022-07-11,supplier_payment,6980.31,out,bank_transfer,0,11,0,-0.64,0
BNK00112,2022-07-11,supplier_payment,2647.96,out,bank_transfer,0,11,0,-0.96,0
BNK00113,2022-07-11,cash_deposit,21989.14,in,agency_banking_agent,0,11,0,-0.58,0
BNK00114,2022-07-11,qr_settlement,3035.0,in,LankaQR,0,11,0,-0.78,0
BNK00115,2022-07-11,card_settlement,5084.0,in,POS_card,0,11,0,0.41,0
BNK00116,2022-07-12,cash_deposit,16342.7,in,agency_banking_agent,1,12,0,-1.06,0
BNK00117,2022-07-12,qr_settlement,2306.0,in,LankaQR,1,12,0,-0.93,0
BNK00118,2022-07-12,card_settlement,806.0,in,POS_card,1,12,0,-1.04,0
BNK00119,2022-07-13,cash_deposit,23146.65,in,agency_banking_agent,2,13,0,-0.48,0
BNK00120,2022-07-13,qr_settlement,772.0,in,LankaQR,2,13,0,-1.24,0
BNK00121,2022-07-14,supplier_payment,30637.38,out,bank_transfer,3,14,0,1.13,0
BNK00122,2022-07-14,supplier_payment,9866.5,out,bank_transfer,3,14,0,-0.42,0
BNK00123,2022-07-14,supplier_payment,4234.0,out,bank_transfer,3,14,0,-0.84,0
BNK00124,2022-07-14,cash_deposit,24901.65,in,agency_banking_agent,3,14,0,-0.33,1
BNK00125,2022-07-14,qr_settlement,346.0,in,LankaQR,3,14,0,-1.32,0
BNK00126,2022-07-14,card_settlement,115.0,in,POS_card,3,14,0,-1.27,0
BNK00127,2022-07-15,cash_deposit,18733.3,in,agency_banking_agent,4,15,0,-0.86,0
BNK00128,2022-07-15,qr_settlement,531.0,in,LankaQR,4,15,0,-1.29,0
BNK00129,2022-07-15,card_settlement,611.0,in,POS_card,4,15,0,-1.1,0
BNK00130,2022-07-16,cash_deposit,21207.42,in,agency_banking_agent,5,16,0,-0.65,0
BNK00131,2022-07-16,qr_settlement,2158.0,in,LankaQR,5,16,0,-0.96,0
BNK00132,2022-07-16,card_settlement,4044.0,in,POS_card,5,16,0,0.06,0
BNK00133,2022-07-17,cash_deposit,12967.21,in,agency_banking_agent,6,17,0,-1.35,0
BNK00134,2022-07-17,qr_settlement,334.0,in,LankaQR,6,17,0,-1.33,0
BNK00135,2022-07-18,supplier_payment,22661.55,out,bank_transfer,0,18,0,0.54,0
BNK00136,2022-07-18,supplier_payment,16048.6,out,bank_transfer,0,18,0,0.04,0
BNK00137,2022-07-18,supplier_payment,8244.0,out,bank_transfer,0,18,0,-0.54,0
BNK00138,2022-07-18,supplier_payment,4138.2,out,bank_transfer,0,18,0,-0.85,0
BNK00139,2022-07-18,supplier_payment,7325.08,out,bank_transfer,0,18,0,-0.61,0
BNK00140,2022-07-18,supplier_payment,1750.2,out,bank_transfer,0,18,0,-1.03,0
BNK00141,2022-07-18,cash_deposit,22595.47,in,agency_banking_agent,0,18,0,-0.53,0
BNK00142,2022-07-18,qr_settlement,1741.0,in,LankaQR,0,18,0,-1.04,0
BNK00143,2022-07-18,card_settlement,3814.0,in,POS_card,0,18,0,-0.02,0
BNK00144,2022-07-19,cash_deposit,20753.21,in,agency_banking_agent,1,19,0,-0.69,0
BNK00145,2022-07-19,qr_settlement,301.0,in,LankaQR,1,19,0,-1.33,0
BNK00146,2022-07-19,card_settlement,481.0,in,POS_card,1,19,0,-1.15,0
BNK00147,2022-07-20,cash_deposit,19880.8,in,agency_banking_agent,2,20,0,-0.76,0
BNK00148,2022-07-20,card_settlement,1213.0,in,POS_card,2,20,0,-0.9,0
BNK00149,2022-07-21,supplier_payment,13335.63,out,bank_transfer,3,21,0,-0.16,0
BNK00150,2022-07-21,supplier_payment,10147.98,out,bank_transfer,3,21,0,-0.4,0
BNK00151,2022-07-21,supplier_payment,3372.0,out,bank_transfer,3,21,0,-0.91,0
BNK00152,2022-07-21,supplier_payment,5896.96,out,bank_transfer,3,21,0,-0.72,0
BNK00153,2022-07-21,supplier_payment,4374.5,out,bank_transfer,3,21,0,-0.83,0
BNK00154,2022-07-21,cash_deposit,17300.65,in,agency_banking_agent,3,21,0,-0.98,0
BNK00155,2022-07-21,qr_settlement,841.0,in,LankaQR,3,21,0,-1.22,0
BNK00156,2022-07-21,card_settlement,2429.0,in,POS_card,3,21,0,-0.49,0
BNK00157,2022-07-22,cash_deposit,23861.92,in,agency_banking_agent,4,22,0,-0.42,0
BNK00158,2022-07-22,qr_settlement,1946.0,in,LankaQR,4,22,0,-1.0,0
BNK00159,2022-07-22,card_settlement,3856.0,in,POS_card,4,22,0,-0.01,0
BNK00160,2022-07-23,cash_deposit,24276.52,in,agency_banking_agent,5,23,0,-0.38,0
BNK00161,2022-07-23,qr_settlement,4224.0,in,LankaQR,5,23,0,-0.54,0
BNK00162,2022-07-23,card_settlement,7486.0,in,POS_card,5,23,0,1.22,0
BNK00163,2022-07-24,cash_deposit,17196.05,in,agency_banking_agent,6,24,0,-0.99,0
BNK00164,2022-07-24,qr_settlement,5644.0,in,LankaQR,6,24,0,-0.25,0
BNK00165,2022-07-24,card_settlement,5117.0,in,POS_card,6,24,0,0.42,0
BNK00166,2022-07-25,supplier_payment,39270.0,out,bank_transfer,0,25,0,1.78,0
BNK00167,2022-07-25,supplier_payment,23787.45,out,bank_transfer,0,25,0,0.62,0
BNK00168,2022-07-25,supplier_payment,7812.0,out,bank_transfer,0,25,0,-0.57,0
BNK00169,2022-07-25,supplier_payment,14187.6,out,bank_transfer,0,25,0,-0.1,0
BNK00170,2022-07-25,supplier_payment,28062.45,out,bank_transfer,0,25,0,0.94,0
BNK00171,2022-07-25,supplier_payment,8460.0,out,bank_transfer,0,25,0,-0.53,0
BNK00172,2022-07-25,supplier_payment,4246.2,out,bank_transfer,0,25,0,-0.84,0
BNK00173,2022-07-25,supplier_payment,7248.64,out,bank_transfer,0,25,0,-0.62,0
BNK00174,2022-07-25,supplier_payment,2730.84,out,bank_transfer,0,25,0,-0.95,0
BNK00175,2022-07-25,cash_deposit,20065.69,in,agency_banking_agent,0,25,0,-0.74,0
BNK00176,2022-07-25,qr_settlement,3513.0,in,LankaQR,0,25,0,-0.68,0
BNK00177,2022-07-26,cash_deposit,23733.35,in,agency_banking_agent,1,26,0,-0.43,0
BNK00178,2022-07-26,qr_settlement,328.0,in,LankaQR,1,26,0,-1.33,0
BNK00179,2022-07-26,card_settlement,673.0,in,POS_card,1,26,0,-1.08,0
BNK00180,2022-07-27,cash_deposit,14113.95,in,agency_banking_agent,2,27,0,-1.26,0
BNK00181,2022-07-27,qr_settlement,984.0,in,LankaQR,2,27,0,-1.19,0
BNK00182,2022-07-27,card_settlement,5141.0,in,POS_card,2,27,0,0.43,0
BNK00183,2022-07-28,supplier_payment,20493.72,out,bank_transfer,3,28,0,0.37,0
BNK00184,2022-07-28,supplier_payment,3553.6,out,bank_transfer,3,28,0,-0.89,0
BNK00185,2022-07-28,supplier_payment,6808.2,out,bank_transfer,3,28,0,-0.65,0
BNK00186,2022-07-28,supplier_payment,2096.5,out,bank_transfer,3,28,0,-1.0,0
BNK00187,2022-07-28,supplier_payment,3984.68,out,bank_transfer,3,28,0,-0.86,0
BNK00188,2022-07-28,supplier_payment,4175.01,out,bank_transfer,3,28,0,-0.85,0
BNK00189,2022-07-28,cash_deposit,13367.08,in,agency_banking_agent,3,28,0,-1.32,0
BNK00190,2022-07-28,qr_settlement,1590.0,in,LankaQR,3,28,0,-1.07,0
BNK00191,2022-07-28,card_settlement,2223.0,in,POS_card,3,28,0,-0.56,0
BNK00192,2022-07-29,cash_deposit,20291.36,in,agency_banking_agent,4,29,0,-0.72,0
BNK00193,2022-07-29,card_settlement,3816.0,in,POS_card,4,29,0,-0.02,0
BNK00194,2022-07-30,cash_deposit,29991.8,in,agency_banking_agent,5,30,0,0.11,0
BNK00195,2022-07-30,card_settlement,4858.0,in,POS_card,5,30,0,0.33,0
BNK00196,2022-07-31,cash_deposit,26786.3,in,agency_banking_agent,6,31,0,-0.17,0
BNK00197,2022-07-31,qr_settlement,1346.0,in,LankaQR,6,31,0,-1.12,0
BNK00198,2022-07-31,card_settlement,601.0,in,POS_card,6,31,0,-1.11,0
BNK00199,2022-08-01,supplier_payment,15723.9,out,bank_transfer,0,1,0,0.02,0
BNK00200,2022-08-01,supplier_payment,21639.8,out,bank_transfer,0,1,0,0.46,0
BNK00201,2022-08-01,supplier_payment,15638.04,out,bank_transfer,0,1,0,0.01,0
BNK00202,2022-08-01,supplier_payment,8586.0,out,bank_transfer,0,1,0,-0.52,0
BNK00203,2022-08-01,supplier_payment,4422.6,out,bank_transfer,0,1,0,-0.83,0
BNK00204,2022-08-01,supplier_payment,10481.5,out,bank_transfer,0,1,0,-0.37,0
BNK00205,2022-08-01,supplier_payment,3694.25,out,bank_transfer,0,1,0,-0.88,0
BNK00206,2022-08-01,cash_deposit,17999.58,in,agency_banking_agent,0,1,0,-0.92,0
BNK00207,2022-08-01,card_settlement,5096.0,in,POS_card,0,1,0,0.41,0
BNK00208,2022-08-02,cash_deposit,8752.84,in,agency_banking_agent,1,2,0,-1.72,0
BNK00209,2022-08-02,qr_settlement,1812.0,in,LankaQR,1,2,0,-1.03,0
BNK00210,2022-08-02,card_settlement,680.0,in,POS_card,1,2,0,-1.08,0
BNK00211,2022-08-03,cash_deposit,17548.71,in,agency_banking_agent,2,3,0,-0.96,0
BNK00212,2022-08-03,qr_settlement,115.0,in,LankaQR,2,3,0,-1.37,0
BNK00213,2022-08-03,card_settlement,1583.0,in,POS_card,2,3,0,-0.77,0
BNK00214,2022-08-04,supplier_payment,32148.76,out,bank_transfer,3,4,0,1.25,0
BNK00215,2022-08-04,supplier_payment,10798.44,out,bank_transfer,3,4,0,-0.35,0
BNK00216,2022-08-04,supplier_payment,8062.2,out,bank_transfer,3,4,0,-0.56,0
BNK00217,2022-08-04,supplier_payment,3562.0,out,bank_transfer,3,4,0,-0.89,0
BNK00218,2022-08-04,supplier_payment,2123.45,out,bank_transfer,3,4,0,-1.0,0
BNK00219,2022-08-04,supplier_payment,4199.92,out,bank_transfer,3,4,0,-0.84,0
BNK00220,2022-08-04,cash_deposit,20561.0,in,agency_banking_agent,3,4,0,-0.7,0
BNK00221,2022-08-04,card_settlement,1672.0,in,POS_card,3,4,0,-0.74,0
BNK00222,2022-08-05,cash_deposit,18657.65,in,agency_banking_agent,4,5,0,-0.87,0
BNK00223,2022-08-05,qr_settlement,1647.0,in,LankaQR,4,5,0,-1.06,0
BNK00224,2022-08-05,card_settlement,1582.0,in,POS_card,4,5,0,-0.78,0
BNK00225,2022-08-06,cash_deposit,22126.49,in,agency_banking_agent,5,6,0,-0.57,0
BNK00226,2022-08-06,qr_settlement,2073.0,in,LankaQR,5,6,0,-0.97,0
BNK00227,2022-08-06,card_settlement,3701.0,in,POS_card,5,6,0,-0.06,0
BNK00228,2022-08-07,cash_deposit,27967.33,in,agency_banking_agent,6,7,0,-0.06,0
BNK00229,2022-08-07,qr_settlement,1747.0,in,LankaQR,6,7,0,-1.04,0
BNK00230,2022-08-07,card_settlement,2061.0,in,POS_card,6,7,0,-0.61,0
BNK00231,2022-08-08,supplier_payment,14425.56,out,bank_transfer,0,8,0,-0.08,0
BNK00232,2022-08-08,supplier_payment,8967.6,out,bank_transfer,0,8,0,-0.49,0
BNK00233,2022-08-08,supplier_payment,4446.0,out,bank_transfer,0,8,0,-0.83,0
BNK00234,2022-08-08,supplier_payment,6494.07,out,bank_transfer,0,8,0,-0.67,0
BNK00235,2022-08-08,supplier_payment,4136.72,out,bank_transfer,0,8,0,-0.85,0
BNK00236,2022-08-08,cash_deposit,15725.98,in,agency_banking_agent,0,8,0,-1.12,0
BNK00237,2022-08-08,qr_settlement,3233.0,in,LankaQR,0,8,0,-0.74,0
BNK00238,2022-08-08,card_settlement,478.0,in,POS_card,0,8,0,-1.15,0
BNK00239,2022-08-09,cash_deposit,17578.75,in,agency_banking_agent,1,9,1,-0.96,0
BNK00240,2022-08-09,qr_settlement,526.0,in,LankaQR,1,9,1,-1.29,1
BNK00241,2022-08-10,cash_deposit,20035.11,in,agency_banking_agent,2,10,0,-0.75,0
BNK00242,2022-08-11,supplier_payment,43551.0,out,bank_transfer,3,11,0,2.1,0
BNK00243,2022-08-11,supplier_payment,10700.5,out,bank_transfer,3,11,0,-0.36,0
BNK00244,2022-08-11,supplier_payment,3644.94,out,bank_transfer,3,11,0,-0.89,0
BNK00245,2022-08-11,supplier_payment,7588.28,out,bank_transfer,3,11,0,-0.59,0
BNK00246,2022-08-11,supplier_payment,3850.35,out,bank_transfer,3,11,0,-0.87,0
BNK00247,2022-08-11,supplier_payment,4291.57,out,bank_transfer,3,11,0,-0.84,0
BNK00248,2022-08-11,cash_deposit,24022.36,in,agency_banking_agent,3,11,0,-0.4,0
BNK00249,2022-08-11,qr_settlement,1860.0,in,LankaQR,3,11,0,-1.02,0
BNK00250,2022-08-11,card_settlement,188.0,in,POS_card,3,11,0,-1.25,0
BNK00251,2022-08-12,cash_deposit,27392.45,in,agency_banking_agent,4,12,0,-0.11,0
BNK00252,2022-08-12,qr_settlement,825.0,in,LankaQR,4,12,0,-1.23,0
BNK00253,2022-08-12,card_settlement,3192.0,in,POS_card,4,12,0,-0.23,0
BNK00254,2022-08-13,cash_deposit,26703.52,in,agency_banking_agent,5,13,0,-0.17,0
BNK00255,2022-08-13,qr_settlement,2326.0,in,LankaQR,5,13,0,-0.92,0
BNK00256,2022-08-13,card_settlement,2236.0,in,POS_card,5,13,0,-0.55,0
BNK00257,2022-08-14,cash_deposit,29225.4,in,agency_banking_agent,6,14,0,0.04,0
BNK00258,2022-08-14,qr_settlement,1142.0,in,LankaQR,6,14,0,-1.16,0
BNK00259,2022-08-14,card_settlement,826.0,in,POS_card,6,14,0,-1.03,0
BNK00260,2022-08-15,supplier_payment,35536.84,out,bank_transfer,0,15,0,1.5,0
BNK00261,2022-08-15,supplier_payment,16380.0,out,bank_transfer,0,15,0,0.07,0
BNK00262,2022-08-15,supplier_payment,26280.0,out,bank_transfer,0,15,0,0.81,0
BNK00263,2022-08-15,supplier_payment,4725.0,out,bank_transfer,0,15,0,-0.81,0
BNK00264,2022-08-15,supplier_payment,14400.5,out,bank_transfer,0,15,0,-0.08,0
BNK00265,2022-08-15,cash_deposit,25365.15,in,agency_banking_agent,0,15,0,-0.29,0
BNK00266,2022-08-15,qr_settlement,1619.0,in,LankaQR,0,15,0,-1.07,0
BNK00267,2022-08-15,card_settlement,1202.0,in,POS_card,0,15,0,-0.9,0
BNK00268,2022-08-16,cash_deposit,20874.77,in,agency_banking_agent,1,16,0,-0.67,0
BNK00269,2022-08-16,qr_settlement,936.0,in,LankaQR,1,16,0,-1.2,0
BNK00270,2022-08-16,card_settlement,1372.0,in,POS_card,1,16,0,-0.85,0
BNK00271,2022-08-17,cash_deposit,22686.48,in,agency_banking_agent,2,17,0,-0.52,0
BNK00272,2022-08-17,qr_settlement,1128.0,in,LankaQR,2,17,0,-1.16,0
BNK00273,2022-08-17,card_settlement,1399.0,in,POS_card,2,17,0,-0.84,0
BNK00274,2022-08-18,supplier_payment,12230.25,out,bank_transfer,3,18,0,-0.24,0
BNK00275,2022-08-18,supplier_payment,7807.24,out,bank_transfer,3,18,0,-0.57,0
BNK00276,2022-08-18,supplier_payment,4438.84,out,bank_transfer,3,18,0,-0.83,0
BNK00277,2022-08-18,cash_deposit,28753.62,in,agency_banking_agent,3,18,0,0.0,0
BNK00278,2022-08-18,qr_settlement,408.0,in,LankaQR,3,18,0,-1.31,0
BNK00279,2022-08-18,card_settlement,4433.0,in,POS_card,3,18,0,0.19,0
BNK00280,2022-08-19,cash_deposit,24291.45,in,agency_banking_agent,4,19,0,-0.38,0
BNK00281,2022-08-19,qr_settlement,1899.0,in,LankaQR,4,19,0,-1.01,0
BNK00282,2022-08-19,card_settlement,2861.0,in,POS_card,4,19,0,-0.34,0
BNK00283,2022-08-20,cash_deposit,30327.37,in,agency_banking_agent,5,20,0,0.14,0
BNK00284,2022-08-20,qr_settlement,1860.0,in,LankaQR,5,20,0,-1.02,0
BNK00285,2022-08-20,card_settlement,1901.0,in,POS_card,5,20,0,-0.67,0
BNK00286,2022-08-21,cash_deposit,16486.79,in,agency_banking_agent,6,21,0,-1.05,0
BNK00287,2022-08-21,qr_settlement,2722.0,in,LankaQR,6,21,0,-0.84,0
BNK00288,2022-08-22,supplier_payment,37423.26,out,bank_transfer,0,22,0,1.64,0
BNK00289,2022-08-22,supplier_payment,14864.31,out,bank_transfer,0,22,0,-0.05,0
BNK00290,2022-08-22,supplier_payment,19447.5,out,bank_transfer,0,22,0,0.3,0
BNK00291,2022-08-22,supplier_payment,31952.7,out,bank_transfer,0,22,0,1.23,0
BNK00292,2022-08-22,supplier_payment,5141.2,out,bank_transfer,0,22,0,-0.77,0
BNK00293,2022-08-22,cash_deposit,19065.55,in,agency_banking_agent,0,22,0,-0.83,0
BNK00294,2022-08-22,qr_settlement,3648.0,in,LankaQR,0,22,0,-0.65,0
BNK00295,2022-08-22,card_settlement,196.0,in,POS_card,0,22,0,-1.24,0
BNK00296,2022-08-23,cash_deposit,22189.43,in,agency_banking_agent,1,23,0,-0.56,0
BNK00297,2022-08-23,card_settlement,700.0,in,POS_card,1,23,0,-1.07,0
BNK00298,2022-08-24,cash_deposit,14678.23,in,agency_banking_agent,2,24,0,-1.21,0
BNK00299,2022-08-24,qr_settlement,3142.0,in,LankaQR,2,24,0,-0.76,0
