shop_id,year_month,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,credit_sales_ratio,digital_payment_ratio,sales_volatility,stockout_rate,months_active,target_credit_ready
SHOP003,2025-01,280477,258534,49242,16.6,18,0.114,0.247,0.265,0.061,25,1
SHOP003,2025-02,276250,248035,33961,11.9,36,0.018,0.151,,0.094,26,1
SHOP003,2025-03,279823,242423,28639,9.4,17,0.078,0.178,0.217,0.182,27,1
SHOP003,2025-04,306412,263189,43167,14.3,22,0.076,0.253,0.207,0.052,28,1
SHOP003,2025-05,252359,202538,40774,15.6,20,0.179,0.144,0.11,0.02,29,1
SHOP003,2025-06,276192,224711,51653,17.4,25,0.23,0.189,,0.046,30,1
SHOP003,2025-07,264881,209109,31171,11.6,22,0.082,0.195,0.314,0.081,31,0
SHOP003,2025-08,307208,233368,28555,10.0,12,0.157,0.177,,0.074,32,0
SHOP003,2025-09,307693,255451,54881,18.2,10,0.121,0.228,0.267,0.104,33,1
SHOP003,2025-10,215668,173463,37773,15.4,25,0.177,0.219,0.088,0.11,34,1
SHOP003,2025-11,307741,242545,40618,13.3,39,0.129,0.153,0.184,0.079,35,1
SHOP003,2025-12,244646,234372,28527,12.0,17,0.107,0.161,0.178,0.118,36,1
SHOP004,2023-01,686083,566695,110552,16.4,48,0.116,0.179,,0.067,1,0
SHOP004,2023-02,643390,650327,95490,14.7,57,0.135,,0.174,0.038,2,0
SHOP004,2023-03,742336,682311,92265,12.5,51,0.151,0.243,0.226,0.093,3,0
SHOP004,2023-04,835090,647035,108715,11.8,46,0.049,0.218,0.217,0.025,4,0
SHOP004,2023-05,632846,557115,102853,15.1,48,0.058,0.269,0.335,0.074,5,0
SHOP004,2023-06,801482,652968,121800,15.7,39,0.081,0.284,,0.099,6,0
SHOP004,2023-07,788082,617748,81352,10.6,50,0.167,0.295,0.252,0.059,7,0
SHOP004,2023-08,805400,647503,147517,18.3,59,0.181,0.219,0.178,0.025,8,1
SHOP004,2023-09,576957,573408,83295,13.7,48,0.153,0.242,0.131,0.059,9,1
SHOP004,2023-10,579147,517470,92616,18.3,46,0.217,0.318,0.304,0.129,10,0
SHOP004,2023-11,645232,436215,81969,14.5,58,0.252,0.14,0.252,0.043,11,0
SHOP004,2023-12,551470,479603,132404,20.3,53,0.124,0.289,0.232,0.064,12,1
SHOP004,2024-01,738777,620490,115835,15.9,50,0.239,0.214,0.184,0.059,13,0
SHOP004,2024-02,541398,452181,105285,18.4,55,0.124,0.215,0.233,0.112,14,1
SHOP004,2024-03,611517,524196,88748,13.9,52,0.082,0.219,0.165,0.069,15,0
SHOP004,2024-04,667111,519492,93241,13.1,49,0.186,0.206,0.147,0.086,16,0
SHOP004,2024-05,740231,608379,63064,9.7,49,0.0,0.238,0.264,0.03,17,1
SHOP004,2024-06,430657,377726,55698,12.8,45,0.061,0.214,0.091,0.107,18,1
SHOP004,2024-07,661468,633191,54674,8.0,53,0.113,0.157,0.205,0.055,19,0
SHOP004,2024-08,786876,594468,131968,15.9,48,0.07,0.223,0.294,0.095,20,0
SHOP004,2024-09,648324,522781,111165,16.6,50,0.122,0.242,0.33,0.039,21,0
SHOP004,2024-10,470234,362873,84092,15.7,61,0.135,0.305,0.099,0.054,22,1
SHOP004,2024-11,2821623,686767,133385,18.0,52,0.122,0.223,0.217,0.106,23,1
SHOP004,2024-12,802717,736315,99831,11.7,65,0.083,0.252,0.186,0.076,24,1
SHOP004,2025-01,601262,516153,115617,18.1,51,0.247,0.168,0.158,0.084,25,1
SHOP004,2025-02,749975,626270,91583,14.3,72,0.145,0.184,0.177,0.084,26,0
SHOP004,2025-03,753035,546773,122259,17.6,50,0.158,0.32,0.247,0.085,27,1
SHOP004,2025-04,885338,780809,101922,11.6,51,0.115,0.197,0.153,0.014,28,1
SHOP004,2025-05,673221,579848,116843,15.7,46,0.113,0.191,0.219,0.1,29,0
SHOP004,2025-06,601842,430467,98700,17.6,60,0.171,,0.234,0.106,30,1
SHOP004,2025-07,695309,525359,122086,19.9,48,0.241,0.3,0.137,0.094,31,1
SHOP004,2025-08,584920,511263,83844,14.1,56,0.12,0.314,0.254,0.093,32,0
SHOP004,2025-09,620853,568246,128668,19.1,44,0.162,0.322,0.224,0.08,33,1
SHOP004,2025-10,471212,393941,86317,19.9,46,0.089,0.224,0.135,0.066,34,1
SHOP004,2025-11,749463,649606,83177,12.1,55,0.024,0.22,0.179,0.047,35,1
SHOP004,2025-12,699826,604637,86161,13.8,58,0.092,0.201,0.117,0.099,36,0
SHOP005,2023-01,594624,478377,110848,17.7,32,0.121,0.194,0.147,0.063,1,0
SHOP005,2023-02,573115,477080,91590,14.9,42,0.193,0.201,0.175,0.103,2,0
SHOP005,2023-03,765513,594053,116822,17.2,46,0.078,0.168,0.252,0.068,3,0
SHOP005,2023-04,687147,572697,87482,13.7,52,0.091,0.152,0.203,0.13,4,0
SHOP005,2023-05,583872,469489,87679,14.9,52,0.176,0.259,0.245,0.044,5,0
SHOP005,2023-06,513422,429292,75396,16.3,46,0.149,0.192,0.124,0.093,6,0
SHOP005,2023-07,403452,316910,60487,14.6,41,0.171,0.203,0.266,0.079,7,0
SHOP005,2023-08,527516,438985,76929,15.2,43,0.298,0.23,,0.041,8,0
SHOP005,2023-09,451327,411981,66229,12.8,46,0.022,0.222,0.189,0.11,9,0
SHOP005,2023-10,591094,574648,94055,14.2,53,0.125,0.18,0.179,0.128,10,0
SHOP005,2023-11,605743,530929,72818,12.0,39,0.06,0.254,0.166,0.125,11,0
SHOP005,2023-12,610740,436314,97882,17.0,38,0.152,0.223,0.265,0.123,12,0
SHOP005,2024-01,723339,619647,95329,13.1,42,0.157,0.169,0.219,0.098,13,0
SHOP005,2024-02,537570,496299,75480,14.8,43,0.151,0.23,0.122,0.132,14,0
SHOP005,2024-03,554239,427235,81553,13.4,43,0.178,0.176,0.228,0.042,15,0
SHOP005,2024-04,508942,429984,89321,16.4,42,0.224,0.246,0.213,0.136,16,0
SHOP005,2024-05,498410,417116,78801,14.4,40,0.162,0.201,0.195,0.086,17,1
SHOP005,2024-06,498928,428550,66763,13.9,45,0.124,0.157,0.252,0.046,18,0
SHOP005,2024-07,529135,441535,101950,19.4,43,0.094,0.222,0.281,0.074,19,1
SHOP005,2024-08,580997,491396,78850,12.9,51,0.204,0.205,0.138,0.068,20,1
SHOP005,2024-09,464083,428165,38512,8.0,46,0.151,0.269,0.166,0.025,21,0
SHOP005,2024-10,502686,458778,68839,13.3,37,0.09,0.216,0.29,0.101,22,1
SHOP005,2024-11,585824,463799,84215,15.6,40,0.088,0.227,0.289,0.128,23,1
SHOP005,2024-12,471446,417649,80891,15.8,43,0.173,0.248,0.225,0.054,24,0
SHOP005,2025-01,484167,414027,77263,16.4,39,0.182,0.214,0.301,0.102,25,1
SHOP005,2025-02,513534,434857,85722,15.9,42,0.18,0.201,0.309,0.065,26,1
SHOP005,2025-03,567231,463740,93788,18.2,51,0.042,0.112,0.192,0.12,27,1
SHOP005,2025-04,457679,412566,52975,10.5,46,0.091,0.222,,0.146,28,0
SHOP005,2025-05,556933,508495,70117,13.8,48,0.174,0.239,0.221,0.116,29,1
SHOP005,2025-06,582417,493501,93097,16.7,40,0.119,0.161,0.302,0.09,30,1
SHOP005,2025-07,420536,375016,53606,13.1,,0.068,0.173,0.121,0.069,31,1
SHOP005,2025-08,469900,366509,85790,17.9,55,0.104,0.267,0.208,0.047,32,1
SHOP005,2025-09,638939,542555,108973,17.3,44,0.07,0.198,0.207,0.108,33,0
SHOP005,2025-10,544087,444535,98704,15.4,42,0.121,0.222,0.197,0.089,34,1
SHOP005,2025-11,665309,584514,118063,17.0,50,0.176,0.23,0.218,0.056,35,1
SHOP005,2025-12,581562,498164,70328,12.6,41,0.133,0.254,0.243,0.061,36,1
SHOP006,2023-01,380182,282187,85909,22.5,31,0.143,0.206,0.109,0.048,1,0
SHOP006,2023-02,552609,473189,64606,12.8,33,0.126,0.319,0.138,0.042,2,0
SHOP006,2023-03,303504,227267,38221,13.4,32,0.118,0.279,0.144,0.032,3,0
SHOP006,2023-04,650708,525415,90429,13.0,33,0.167,0.308,0.179,0.067,4,1
SHOP006,2023-05,472361,396013,82568,17.5,34,0.086,0.294,0.103,0.052,5,1
SHOP006,2023-06,429819,493056,54419,12.1,40,0.081,,0.092,0.027,6,1
SHOP006,2023-07,400059,357507,57238,13.0,37,0.1,0.257,0.176,0.074,7,0
SHOP006,2023-08,385781,350840,65968,17.5,,0.087,0.293,0.137,0.054,8,1
SHOP006,2023-09,450270,365550,100672,21.2,37,0.066,0.313,0.188,0.065,9,1
SHOP006,2023-10,499535,383730,94122,17.9,28,0.0,0.302,0.203,0.119,10,1
SHOP006,2023-11,477713,421540,65705,15.4,34,0.151,0.307,0.118,0.026,11,1
SHOP006,2023-12,612634,519419,55428,10.1,38,0.003,0.317,0.169,0.043,12,1
SHOP006,2024-01,473221,393310,83644,17.9,38,0.039,0.349,0.141,0.095,13,0
SHOP006,2024-02,454164,337869,76400,17.6,24,0.002,0.269,0.206,0.014,14,1
SHOP006,2024-03,514108,418654,59505,11.7,32,0.115,0.282,0.228,0.052,15,0
SHOP006,2024-04,385851,413195,79933,17.5,28,0.06,0.268,0.129,0.08,16,1
SHOP006,2024-05,366114,318801,73767,21.8,39,0.067,0.316,0.231,0.046,17,1
SHOP006,2024-06,440309,357632,69795,14.8,37,0.089,0.221,0.169,0.044,18,1
SHOP006,2024-07,389297,328725,74742,20.5,20,0.151,0.288,0.123,0.076,19,1
SHOP006,2024-08,486143,395230,116378,23.3,20,0.055,0.36,0.283,0.117,20,1
SHOP006,2024-09,477235,377337,97476,18.5,42,0.083,0.254,0.142,0.106,21,1
SHOP006,2024-10,461647,379755,94279,20.0,32,0.12,0.282,0.123,0.039,22,1
SHOP006,2024-11,357714,252626,42329,12.8,42,0.135,0.229,0.087,0.06,23,1
SHOP006,2024-12,427735,383679,58332,15.1,27,0.065,0.239,0.133,0.075,24,0
SHOP006,2025-01,425319,339962,71275,17.1,38,0.054,0.245,,0.039,25,1
SHOP006,2025-02,199247,170369,41950,18.5,27,0.088,0.241,0.15,0.0,26,1
SHOP006,2025-03,611302,492529,151697,23.2,47,0.055,0.286,0.202,0.024,27,1
SHOP006,2025-04,451944,400682,66806,13.7,34,0.11,0.283,0.239,0.027,28,1
SHOP006,2025-05,349800,291055,70770,21.3,41,0.114,0.26,0.15,0.103,29,1
SHOP006,2025-06,473414,405065,62713,14.4,25,0.096,0.374,0.239,0.02,30,1
SHOP006,2025-07,472091,369190,72752,16.2,42,0.076,0.301,0.223,0.067,31,0
SHOP006,2025-08,496753,391859,85794,18.7,50,0.017,0.347,0.074,0.018,32,1
SHOP006,2025-09,469057,380966,104128,23.5,33,0.149,0.228,0.183,0.103,33,1
SHOP006,2025-10,379890,352642,80182,19.0,32,0.064,0.255,0.102,0.033,34,1
SHOP006,2025-11,401018,383147,58733,13.9,34,0.109,0.302,0.237,0.046,35,1
SHOP006,2025-12,612807,442743,91672,17.9,39,0.088,0.237,0.137,0.09,36,1
SHOP007,2023-01,679129,567566,106018,16.9,63,0.0,0.225,0.151,0.117,1,0
SHOP007,2023-02,730776,507423,146695,20.7,64,0.095,0.325,0.173,0.049,2,0
SHOP007,2023-03,741354,675950,75782,10.8,44,0.101,0.235,0.164,0.09,3,0
SHOP007,2023-04,721864,545446,139825,20.6,64,0.1,0.197,0.175,0.087,4,0
SHOP007,2023-05,625557,583672,109736,16.3,71,0.16,0.142,0.137,0.058,5,0
SHOP007,2023-06,865843,759759,143360,17.0,72,0.061,0.286,0.173,0.054,6,0
SHOP007,2023-07,960579,753054,155843,15.6,56,0.071,0.239,0.156,0.084,7,0
SHOP007,2023-08,1130272,953920,170819,12.7,54,0.168,0.227,0.248,0.04,8,0
SHOP007,2023-09,963471,773671,145154,17.1,63,0.058,0.272,0.217,0.168,9,0
SHOP007,2023-10,803637,709903,153064,16.4,51,0.117,0.209,0.241,0.116,10,0
SHOP007,2023-11,739733,603045,151395,19.1,72,0.107,0.144,0.233,0.102,11,0
SHOP007,2023-12,982754,905100,125228,12.8,69,0.164,0.237,0.137,0.07,12,0
SHOP007,2024-01,681247,544866,131914,19.2,54,0.164,0.275,0.217,0.088,13,0
SHOP007,2024-02,801443,743096,104862,13.5,57,0.103,0.238,0.219,0.111,14,1
SHOP007,2024-03,751659,740999,129159,15.3,53,0.135,0.206,0.279,0.072,15,0
SHOP007,2024-04,1050618,953512,90806,9.5,56,0.111,0.233,0.248,0.124,16,0
SHOP007,2024-05,862198,713436,157321,17.6,56,0.142,0.234,0.15,0.153,17,0
SHOP007,2024-06,919369,781711,141897,14.7,60,0.152,0.248,0.322,0.122,18,1
SHOP007,2024-07,624689,591801,68204,9.9,54,0.179,0.208,0.077,0.078,19,1
SHOP007,2024-08,754683,653538,103542,13.5,56,0.082,0.269,0.148,0.083,20,1
SHOP007,2024-09,1082115,848600,175046,15.8,62,0.174,0.253,0.172,0.07,21,1
SHOP007,2024-10,688457,519261,115462,17.6,65,0.082,0.233,0.2,0.044,22,1
SHOP007,2024-11,818335,679837,131371,15.3,59,0.012,0.159,0.159,0.109,23,1
SHOP007,2024-12,629368,556370,76034,12.5,57,0.094,0.283,0.108,0.073,24,1
SHOP007,2025-01,788546,625090,128797,18.9,53,0.133,0.179,0.248,0.055,25,1
SHOP007,2025-02,1136573,926418,207257,20.0,64,0.14,0.191,0.161,0.129,26,1
SHOP007,2025-03,1011382,843138,145329,17.9,53,0.185,0.25,0.087,0.056,27,1
SHOP007,2025-04,942316,917520,130690,13.6,53,0.113,0.227,,0.047,28,1
SHOP007,2025-05,843935,668631,117127,13.6,53,0.128,0.177,0.194,0.049,29,1
SHOP007,2025-06,854407,700751,139898,17.1,60,0.116,0.21,0.303,0.116,30,0
SHOP007,2025-07,857433,724831,144268,16.2,65,0.072,0.345,0.079,0.053,31,1
SHOP007,2025-08,464752,445141,70397,13.8,52,0.19,0.301,0.19,0.08,32,1
SHOP007,2025-09,586866,574777,58823,9.5,70,0.041,0.233,0.121,0.112,33,1
SHOP007,2025-10,886472,789883,163779,20.1,53,0.131,0.274,0.236,0.102,34,1
SHOP007,2025-11,699910,494104,112799,17.9,64,0.144,0.19,0.142,0.061,35,1
SHOP007,2025-12,776991,645105,106059,14.2,72,0.112,0.31,0.167,0.068,36,1
SHOP008,2023-01,530567,441000,90254,16.6,51,0.0,0.171,0.261,0.064,1,0
SHOP008,2023-02,649723,644464,89902,12.4,48,0.088,0.312,0.315,0.091,2,0
SHOP008,2023-03,697604,546133,112053,16.4,55,0.203,0.195,0.23,0.069,3,0
SHOP008,2023-04,754430,629066,142939,18.9,72,0.102,0.205,0.214,0.042,4,1
SHOP008,2023-05,683607,604703,85650,12.2,53,0.198,0.197,0.171,0.139,5,0
SHOP008,2023-06,712837,621505,117013,14.5,62,0.085,0.212,0.208,0.103,6,0
SHOP008,2023-07,695035,581306,120995,17.7,61,0.112,0.28,0.256,0.069,7,0
SHOP008,2023-08,673413,512624,69692,12.1,57,0.116,,0.138,0.025,8,1
SHOP008,2023-09,987172,785621,178800,18.1,53,0.065,0.288,0.212,0.114,9,1
SHOP008,2023-10,842119,732784,107637,14.9,66,0.08,0.202,0.229,0.154,10,0
SHOP008,2023-11,677695,592485,98832,13.6,55,0.141,0.207,0.19,0.075,11,0
SHOP008,2023-12,718179,652049,104639,14.3,67,0.113,0.205,0.29,0.089,12,0
SHOP008,2024-01,886111,748575,95363,11.0,49,0.102,0.218,0.167,0.078,13,0
SHOP008,2024-02,613996,580560,88668,15.7,46,0.108,0.171,0.188,0.082,14,0
SHOP008,2024-03,895571,739008,126054,14.5,74,0.15,0.252,0.162,0.121,15,0
SHOP008,2024-04,995498,906833,121758,12.6,46,0.196,,0.273,0.086,16,1
SHOP008,2024-05,611926,571458,69759,11.8,60,0.141,0.212,0.061,0.072,17,1
SHOP008,2024-06,943112,913364,96189,9.1,44,0.135,0.223,0.282,0.041,18,0
SHOP008,2024-07,675587,675635,72290,9.4,54,0.141,0.221,0.276,0.003,19,0
SHOP008,2024-08,606054,529791,111842,17.0,50,0.207,0.229,0.203,0.121,20,1
SHOP008,2024-09,690999,606551,79801,12.4,53,0.132,0.324,0.231,0.097,21,1
SHOP008,2024-10,710125,609242,86666,11.6,55,0.127,0.293,0.214,0.118,22,1
SHOP008,2024-11,696037,594086,126570,16.4,57,0.108,0.263,0.193,0.037,23,1
SHOP008,2024-12,866962,756954,138586,17.5,48,0.123,0.256,0.059,0.128,24,0
SHOP008,2025-01,1099744,945378,98268,9.8,47,0.102,0.238,0.223,0.031,25,1
SHOP008,2025-02,588340,534340,103478,16.1,62,0.054,0.175,0.099,0.09,26,1
SHOP008,2025-03,645608,597301,99450,14.6,69,0.146,0.207,0.252,0.141,27,1
SHOP008,2025-04,531371,426393,106139,21.5,58,0.172,0.282,0.266,0.075,28,1
SHOP008,2025-05,804960,813264,111219,11.3,53,0.174,0.204,0.194,0.092,29,0
SHOP008,2025-06,734880,681654,124341,16.0,54,0.113,0.234,0.197,0.099,30,1
SHOP008,2025-07,508877,462341,75328,13.0,59,0.127,0.16,0.234,0.077,31,1
SHOP008,2025-08,616385,538655,122594,20.1,49,0.175,0.194,0.247,0.104,32,1
SHOP008,2025-09,784212,781324,59015,6.7,62,0.056,,0.229,0.054,33,1
SHOP008,2025-10,711243,638475,108451,14.3,57,0.126,,0.248,0.087,34,1
SHOP008,2025-11,655526,570309,109332,16.0,53,0.139,0.309,0.13,0.082,35,1
SHOP008,2025-12,866554,642599,117483,15.2,45,0.16,0.231,0.176,0.062,36,1
SHOP009,2023-01,510733,483776,63102,12.3,39,0.073,0.241,0.184,0.092,1,0
SHOP009,2023-02,623358,504633,73440,11.8,35,0.149,0.189,0.045,0.08,2,0
SHOP009,2023-03,431119,431069,60328,12.1,48,0.102,0.195,0.279,0.077,3,0
SHOP009,2023-04,418492,370140,75896,17.2,44,0.014,0.211,0.164,0.082,4,0
SHOP009,2023-05,474390,356124,89371,18.7,29,0.09,0.168,,0.104,5,0
SHOP009,2023-06,508304,497639,72783,13.2,43,0.108,0.217,0.247,0.064,6,0
SHOP009,2023-07,416178,369699,96962,21.2,29,0.075,0.208,0.085,0.06,7,0
SHOP009,2023-08,440407,339455,75842,19.7,40,0.082,0.209,0.21,0.105,8,0
SHOP009,2023-09,709642,598643,89050,12.9,35,0.092,0.127,0.191,0.032,9,0
SHOP009,2023-10,503788,452498,61906,12.9,30,0.132,,0.306,0.09,10,0
SHOP009,2023-11,328352,286303,32885,10.4,50,0.193,0.18,0.331,0.103,11,0
SHOP009,2023-12,536120,462925,61740,12.3,34,0.158,0.28,0.212,0.0,12,0
SHOP009,2024-01,479147,416499,60765,13.0,25,0.185,0.146,0.249,0.025,13,0
